Localidade da Escola;País;Região;UF;Município;Matrículas;Categoria 1;Categoria 1 - Ordenação;Categoria 2;Categoria 2 - Ordenação;Etapa de Ensino - Superior;Etapa de Ensino
Brasil;Brasil;;;;4868;Amarela;4;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;88;Amarela;4;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;3741;Amarela;4;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;667;Amarela;4;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;314637;Branca;1;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;2780;Branca;1;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;157614;Branca;1;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;47203;Branca;1;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;13712;Indígena;5;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;158;Indígena;5;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;10854;Indígena;5;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;344;Indígena;5;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;530040;Não declarada;10;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;4157;Não declarada;10;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;399032;Não declarada;10;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;80972;Não declarada;10;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;656045;Parda;3;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;5190;Parda;3;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;552423;Parda;3;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;40815;Parda;3;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;98723;Preta;2;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;1263;Preta;2;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;71076;Preta;2;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Brasil;Brasil;;;;6347;Preta;2;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
